Task ID,Job ID,Arrival min,Arrival max,Cost min,Cost max,Deadline,Priority
0,0,0,10,29,48,200,0
0,1,200,210,29,48,400,1
0,10,2000,2010,29,48,2200,20
0,11,2200,2210,29,48,2400,21
0,12,2400,2410,29,48,2600,22
0,13,2600,2610,29,48,2800,23
0,14,2800,2810,29,48,3000,24
0,15,3000,3010,29,48,3200,28
0,16,3200,3210,29,48,3400,29
0,17,3400,3410,29,48,3600,30
0,18,3600,3610,29,48,3800,31
0,19,3800,3810,29,48,4000,32
0,2,400,410,29,48,600,2
0,20,4000,4010,29,48,4200,40
0,21,4200,4210,29,48,4400,41
0,22,4400,4410,29,48,4600,42
0,23,4600,4610,29,48,4800,43
0,24,4800,4810,29,48,5000,44
0,25,5000,5010,29,48,5200,48
0,26,5200,5210,29,48,5400,49
0,27,5400,5410,29,48,5600,50
0,28,5600,5610,29,48,5800,51
0,29,5800,5810,29,48,6000,52
0,3,600,610,29,48,800,3
0,30,6000,6010,29,48,6200,60
0,31,6200,6210,29,48,6400,61
0,32,6400,6410,29,48,6600,62
0,33,6600,6610,29,48,6800,63
0,34,6800,6810,29,48,7000,64
0,35,7000,7010,29,48,7200,68
0,36,7200,7210,29,48,7400,69
0,37,7400,7410,29,48,7600,70
0,38,7600,7610,29,48,7800,71
0,39,7800,7810,29,48,8000,72
0,4,800,810,29,48,1000,4
0,40,8000,8010,29,48,8200,80
0,41,8200,8210,29,48,8400,81
0,42,8400,8410,29,48,8600,82
0,43,8600,8610,29,48,8800,83
0,44,8800,8810,29,48,9000,84
0,45,9000,9010,29,48,9200,88
0,46,9200,9210,29,48,9400,89
0,47,9400,9410,29,48,9600,90
0,48,9600,9610,29,48,9800,91
0,49,9800,9810,29,48,10000,92
0,5,1000,1010,29,48,1200,8
0,6,1200,1210,29,48,1400,9
0,7,1400,1410,29,48,1600,10
0,8,1600,1610,29,48,1800,11
0,9,1800,1810,29,48,2000,12
1,0,0,50,65,107,1000,5
1,1,1000,1050,65,107,2000,13
1,2,2000,2050,65,107,3000,25
1,3,3000,3050,65,107,4000,33
1,4,4000,4050,65,107,5000,45
1,5,5000,5050,65,107,6000,53
1,6,6000,6050,65,107,7000,65
1,7,7000,7050,65,107,8000,73
1,8,8000,8050,65,107,9000,85
1,9,9000,9050,65,107,10000,93
2,0,0,50,104,173,1000,6
2,1,1000,1050,104,173,2000,14
2,2,2000,2050,104,173,3000,26
2,3,3000,3050,104,173,4000,34
2,4,4000,4050,104,173,5000,46
2,5,5000,5050,104,173,6000,54
2,6,6000,6050,104,173,7000,66
2,7,7000,7050,104,173,8000,74
2,8,8000,8050,104,173,9000,86
2,9,9000,9050,104,173,10000,94
3,0,0,50,2,2,1000,7
3,1,1000,1050,2,2,2000,15
3,2,2000,2050,2,2,3000,27
3,3,3000,3050,2,2,4000,35
3,4,4000,4050,2,2,5000,47
3,5,5000,5050,2,2,6000,55
3,6,6000,6050,2,2,7000,67
3,7,7000,7050,2,2,8000,75
3,8,8000,8050,2,2,9000,87
3,9,9000,9050,2,2,10000,95
4,0,0,100,90,150,2000,16
4,1,2000,2100,90,150,4000,36
4,2,4000,4100,90,150,6000,56
4,3,6000,6100,90,150,8000,76
4,4,8000,8100,90,150,10000,96
5,0,0,100,116,193,2000,17
5,1,2000,2100,116,193,4000,37
5,2,4000,4100,116,193,6000,57
5,3,6000,6100,116,193,8000,77
5,4,8000,8100,116,193,10000,97
6,0,0,100,116,192,2000,18
6,1,2000,2100,116,192,4000,38
6,2,4000,4100,116,192,6000,58
6,3,6000,6100,116,192,8000,78
6,4,8000,8100,116,192,10000,98
7,0,0,100,229,381,2000,19
7,1,2000,2100,229,381,4000,39
7,2,4000,4100,229,381,6000,59
7,3,6000,6100,229,381,8000,79
7,4,8000,8100,229,381,10000,99
8,0,0,500,27,45,10000,100
9,0,0,500,1308,2180,10000,101
