Name,Jitter,BCET,WCET,Period,Deadline,PE
T0,500,72,120,10000,10000,0
T1,500,18,30,10000,10000,0
T2,500,2795,4658,10000,10000,0
T3,750,927,1545,15000,15000,0
T4,750,2206,3676,15000,15000,0
T5,1000,3395,5657,20000,20000,0
T6,1000,4394,7323,20000,20000,0
T7,1250,2047,3411,25000,25000,0
T8,1250,6312,10519,25000,25000,0
T9,1500,13253,22087,30000,30000,0
T10,1500,14126,23543,30000,30000,0
T11,1500,8106,13509,30000,30000,0
T12,1750,9091,15151,35000,35000,0
T13,2000,2704,4506,40000,40000,0
T14,3000,7455,12425,60000,60000,0
T15,4250,42884,71472,85000,85000,0
