Name,Jitter,BCET,WCET,Period,Deadline,PE
T0,500,3663,6105,10000,10000,0
T1,750,1793,2987,15000,15000,0
T2,750,434,722,15000,15000,0
T3,750,3010,5016,15000,15000,0
T4,1000,3367,5611,20000,20000,0
T5,1250,1972,3286,25000,25000,0
T6,1500,3516,5860,30000,30000,0
T7,1500,10168,16946,30000,30000,0
T8,2000,20655,34424,40000,40000,0
T9,2000,7444,12406,40000,40000,0
T10,2000,1077,1795,40000,40000,0
T11,2000,18011,30017,40000,40000,0
T12,2000,4562,7603,40000,40000,0
T13,2750,5151,8585,55000,55000,0
T14,3750,5486,9142,75000,75000,0
T15,4000,38477,64127,80000,80000,0
